total_meetings,lead_score,customer_sentiment,buying_intent,relationship_strength,budget_status,decision_maker_involvement,customer_urgency,product_interest_level,meeting_outcome,competitor_mention,engagement_score,implementation_readiness,upsell_opportunity,deal_score,objection_budget_not_allocated,objection_competitor_preference,objection_lack_of_internal_buy_in,objection_long_implementation_time,objection_missing_features,objection_no_urgent_business_need,objection_poor_past_experience_support,objection_price_too_high,objection_security_compliance_concerns,objection_unfavorable_contract_terms,num_objections,customer_requirements_API / Technical Integration,customer_requirements_Basic Feature Set,customer_requirements_Compliance-driven Requirements,customer_requirements_Customized Integration,customer_requirements_Enterprise-grade Security,customer_requirements_Multi-department Rollout,customer_requirements_Scalable Infrastructure,customer_requirements_Standard Package,risk_factors_Budget Constraints,risk_factors_Competitor Pressure,risk_factors_Economic Uncertainty,risk_factors_Internal Politics,risk_factors_No Risk Identified,risk_factors_Stakeholder Turnover,risk_factors_Technical Concerns,risk_factors_Timeline Conflict
3,35.9,1,2,7,0,1,2,3,2,0,0.26804123711340205,2,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9,65.4,1,3,5,1,1,3,4,4,1,0.7082474226804123,0,1,41,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8,76.3,2,1,5,1,1,3,2,2,1,0.21546391752577318,3,1,51,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6,23.7,2,1,6,0,1,3,3,3,0,0.3391752577319588,1,0,29,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,17.1,2,2,10,1,1,3,4,4,1,0.5628865979381443,1,1,34,0,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5,29.9,1,3,6,2,2,4,3,3,0,0.7432989690721649,0,0,80,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,94.6,1,2,8,2,1,2,1,1,1,0.2670103092783505,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,97.3,1,2,10,3,2,3,1,1,1,0.5608247422680411,0,1,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,55.4,2,1,6,1,1,1,2,3,0,0.30206185567010313,2,0,55,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4,81.8,2,3,5,0,0,1,4,3,0,0.10824742268041236,1,0,35,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5,94.9,0,2,2,1,0,1,4,2,0,0.3164948453608248,3,0,42,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,13.4,0,1,4,0,0,4,2,0,0,0.016494845360824743,0,0,18,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8,87.9,1,3,5,1,0,2,3,2,0,0.47731958762886595,3,0,44,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,54.8,1,3,5,0,2,3,4,3,0,0.9474226804123711,1,1,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6,75.9,2,2,10,3,2,4,2,4,1,0.956701030927835,2,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,94.0,0,3,7,1,1,3,4,2,0,0.2412371134020618,1,1,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6,34.6,2,2,9,0,1,2,3,2,1,0.28144329896907216,3,1,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8,61.0,1,1,3,3,1,1,1,1,0,0.3989690721649485,0,0,34,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,14.4,2,3,10,1,2,4,3,4,0,0.8536082474226804,3,0,67,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,72.3,2,1,8,1,2,3,3,2,0,0.20927835051546392,2,0,51,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5,51.3,1,2,7,1,1,3,4,1,1,0.45670103092783504,2,0,51,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,20.8,0,2,1,3,1,4,1,0,0,0.088659793814433,2,0,55,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4,17.9,1,1,6,3,1,1,1,3,1,0.18556701030927833,0,0,37,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12,96.4,2,3,4,1,0,3,4,3,0,0.7175257731958762,2,0,46,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,43.4,2,1,5,2,2,1,2,0,0,0.3381443298969072,1,0,45,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8,79.8,0,3,2,3,1,2,4,1,1,0.21030927835051544,0,1,38,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8,64.6,1,3,4,2,1,3,3,2,0,0.5082474226804123,2,0,63,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,47.0,0,2,3,3,0,2,2,1,0,0.4278350515463918,0,0,39,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,53.0,1,3,4,1,0,4,4,3,0,0.44639175257731956,2,1,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,92.1,2,2,9,3,1,3,2,3,1,0.8855670103092783,0,0,59,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8,75.8,2,1,6,3,2,3,1,4,0,0.5958762886597937,2,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6,18.8,0,1,1,2,0,2,2,0,0,0.0010309278350515462,3,0,50,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,70.7,2,2,8,1,2,2,2,4,1,0.9690721649484536,2,0,60,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,84.4,1,1,4,0,0,1,4,0,1,0.16082474226804125,0,1,24,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5,85.0,0,1,3,0,0,1,1,0,0,0.09175257731958764,0,1,21,1,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,43.1,0,2,3,0,0,2,3,0,1,0.1587628865979381,1,1,46,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,83.7,0,1,2,2,0,1,2,0,1,0.02164948453608247,3,1,31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4,95.3,1,3,2,2,1,2,3,1,1,0.06804123711340206,0,0,42,0,1,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6,35.0,1,3,4,3,0,4,4,3,0,0.6536082474226804,3,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3,11.4,1,3,6,1,0,4,3,2,0,0.7030927835051546,3,1,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,70.8,0,2,3,0,0,2,2,1,0,0.15670103092783502,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6,74.7,0,1,4,2,1,4,3,1,0,0.06597938144329897,0,0,43,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9,54.6,2,3,9,3,2,3,3,3,0,0.6030927835051546,2,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,12.6,0,1,2,0,0,1,4,0,1,0.026804123711340205,1,0,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5,62.3,2,2,5,2,2,3,1,4,0,0.61340206185567,1,0,68,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,43.8,1,2,8,3,0,2,2,3,0,0.668041237113402,2,0,58,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7,39.4,1,2,4,1,1,3,3,2,1,0.288659793814433,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4,69.3,2,3,5,1,2,2,2,2,0,0.8391752577319588,0,1,60,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7,40.4,1,3,7,1,1,3,3,3,0,0.9257731958762886,1,1,58,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,68.9,0,2,3,2,1,1,1,1,0,0.822680412371134,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,30.1,2,2,6,1,1,4,4,3,0,0.6309278350515464,3,0,49,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7,89.2,2,2,9,2,2,2,3,4,0,0.643298969072165,2,0,91,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6,53.7,2,2,9,1,1,2,3,3,1,0.8505154639175257,3,1,55,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,45.3,2,1,6,0,0,1,2,1,0,0.6226804123711339,2,0,28,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,89.8,0,2,5,3,1,1,4,2,0,0.3680412371134021,2,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,55.1,1,1,6,3,2,3,1,2,1,0.47113402061855675,2,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,32.6,2,3,6,2,2,1,4,4,0,0.25360824742268046,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7,66.3,0,1,2,2,0,1,2,1,1,0.8824742268041236,0,0,31,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,69.7,2,3,10,3,2,1,4,4,1,0.6804123711340205,2,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7,44.6,1,2,7,1,2,2,3,2,0,0.8639175257731958,2,1,63,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13,90.8,0,3,8,3,1,3,4,4,0,0.32061855670103095,0,1,65,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9,85.5,2,2,8,3,2,3,2,3,1,0.7288659793814433,0,0,61,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6,19.8,1,1,7,2,2,1,3,4,1,0.8412371134020618,2,0,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,72.4,1,2,5,1,2,2,4,4,0,0.6092783505154639,2,1,73,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,34.2,1,2,3,0,1,1,3,2,0,0.22268041237113403,1,0,37,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,55.5,1,3,3,1,0,2,2,2,1,0.18762886597938142,0,0,27,0,1,0,1,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,44.1,2,1,6,2,1,2,2,1,0,0.38556701030927837,3,0,52,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3,15.4,1,2,7,1,1,2,3,2,1,0.18350515463917524,2,0,45,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
10,78.2,2,2,8,3,2,3,2,4,1,0.8896907216494845,3,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7,78.7,0,3,3,3,1,2,3,1,1,0.43402061855670104,3,1,51,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5,20.0,0,1,2,0,0,2,3,0,0,0.07010309278350517,3,0,34,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6,67.4,0,2,4,2,1,3,3,4,1,0.30103092783505153,2,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4,21.3,0,2,2,1,0,2,2,1,1,0.47216494845360824,2,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5,47.6,2,3,10,2,2,4,3,2,0,0.13195876288659794,3,1,74,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7,70.2,1,1,3,2,1,1,1,1,0,0.12886597938144329,0,0,28,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,18.2,0,2,3,3,1,4,3,1,0,0.7989690721649484,2,0,60,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,80.6,2,3,7,1,2,4,4,2,0,0.1092783505154639,1,1,64,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,36.1,1,2,9,1,1,4,1,2,1,0.8948453608247422,3,0,46,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8,58.4,2,1,10,1,2,1,3,3,0,0.22989690721649483,0,0,46,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,54.0,0,2,2,3,1,2,3,2,0,0.8938144329896907,3,1,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,39.9,0,3,4,2,1,4,2,3,0,0.5649484536082473,3,0,62,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,6.5,2,1,7,1,1,2,1,1,1,0.3525773195876289,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,80.3,1,3,9,3,2,2,2,3,0,0.7711340206185566,2,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,76.2,0,3,2,2,0,3,4,2,0,0.590721649484536,2,1,56,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2,91.8,0,2,4,3,1,1,4,1,1,0.027835051546391754,1,0,29,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6,91.4,2,3,7,2,1,2,3,2,1,0.6917525773195875,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,61.6,1,1,2,2,1,2,3,1,0,0.6329896907216495,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5,36.3,0,2,1,0,0,3,2,2,0,0.234020618556701,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10,66.0,2,3,9,1,1,3,4,4,1,0.565979381443299,3,0,52,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8,38.3,0,1,9,1,1,2,1,2,0,0.22371134020618555,1,0,37,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6,63.8,2,3,4,3,2,4,4,3,0,0.5865979381443298,1,1,95,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,75.0,2,2,4,1,2,2,3,3,0,0.7,2,1,61,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,82.2,0,2,3,2,1,1,2,1,1,0.12061855670103093,3,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,43.8,2,3,8,3,2,3,3,4,0,0.25257731958762886,2,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,15.6,0,3,1,0,0,4,3,2,0,0.3917525773195876,2,0,33,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3,69.9,1,2,8,3,2,3,1,0,0,0.07216494845360825,0,0,55,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,36.0,1,2,5,3,2,3,2,2,1,0.522680412371134,0,0,49,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,54.5,1,2,3,2,1,1,1,2,0,0.211340206185567,2,0,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3,47.4,0,2,6,2,0,4,3,1,1,0.10721649484536082,1,0,44,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5,41.5,0,2,3,1,0,4,3,1,1,0.6061855670103092,3,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3,78.5,2,3,4,3,1,3,4,2,0,0.3804123711340206,3,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7,52.4,1,2,3,0,1,3,3,2,0,0.5896907216494846,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,95.8,2,1,8,3,2,2,3,3,0,0.8134020618556701,2,1,69,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6,53.5,1,2,6,1,0,2,3,1,0,0.6597938144329897,1,1,37,1,0,0,0,0,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11,16.6,1,2,5,1,1,3,2,2,0,0.32577319587628867,0,0,27,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,78.1,0,2,3,2,1,2,4,1,0,0.5711340206185567,2,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6,60.4,2,3,9,3,2,1,2,4,1,0.6195876288659794,2,0,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,68.5,2,3,9,2,2,4,3,2,0,0.3030927835051546,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,21.4,2,2,9,1,1,2,4,4,0,0.8762886597938144,0,1,57,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,39.6,2,2,8,3,2,1,3,4,1,0.6051546391752577,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5,30.7,2,1,4,1,1,3,3,3,1,0.14742268041237114,3,1,47,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7,46.4,1,2,4,2,1,4,3,1,1,0.5329896907216495,3,0,53,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,5.5,0,1,2,2,1,1,1,1,1,0.6835051546391752,0,1,30,0,0,0,0,1,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7,96.1,1,2,7,3,1,1,3,3,0,0.8556701030927835,3,1,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,42.5,2,2,8,3,2,2,4,4,0,0.2649484536082474,0,0,75,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10,22.0,2,3,8,3,2,4,3,3,0,0.6206185567010309,0,0,71,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5,16.0,0,2,2,0,0,3,1,0,1,0.09381443298969072,0,0,21,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,42.6,1,2,8,1,0,4,1,3,0,0.1360824742268041,0,0,32,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4,25.7,2,3,7,3,2,4,3,0,1,0.0731958762886598,3,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4,15.8,0,2,1,0,0,2,3,0,0,0.04845360824742269,2,0,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2,26.1,0,1,4,0,0,1,1,0,0,0.3907216494845361,1,0,25,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6,56.1,0,2,5,1,1,2,4,2,1,0.3927835051546392,2,1,53,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,89.9,2,3,7,1,1,2,4,4,0,0.8752577319587629,2,0,67,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7,96.2,2,1,9,1,2,1,2,4,0,0.9618556701030927,1,0,54,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11,12.5,2,3,7,0,2,4,3,3,1,0.7690721649484535,0,0,32,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6,31.6,0,2,2,2,0,3,2,0,0,0.09484536082474226,2,0,44,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,96.0,0,3,5,0,2,3,4,3,0,0.20412371134020618,3,1,48,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4,31.7,0,3,3,0,0,4,2,0,0,0.04742268041237113,1,0,21,1,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,57.4,0,2,4,1,0,3,2,0,0,0.006185567010309281,0,0,39,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,41.8,2,3,7,3,1,4,4,4,1,0.8185567010309278,0,0,86,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,58.1,0,2,5,0,1,2,3,3,0,0.26082474226804125,3,0,44,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,49.5,2,3,5,3,1,3,1,3,0,0.4701030927835052,2,0,61,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,46.6,1,2,4,2,2,2,1,2,1,0.4814432989690722,3,1,50,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
11,64.2,1,2,2,3,2,3,3,1,0,0.39381443298969077,2,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
9,24.8,2,3,8,1,2,2,3,2,0,0.47628865979381446,0,1,47,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8,12.8,0,2,2,0,0,3,4,1,1,0.9206185567010309,2,0,24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8,88.4,1,2,5,3,1,3,2,4,0,0.4670103092783505,3,1,68,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,73.4,0,2,7,1,1,1,3,2,0,0.7865979381443298,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,23.3,0,2,1,2,0,1,2,1,1,0.29690721649484536,2,0,26,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7,60.8,1,2,4,2,0,4,1,1,0,0.9649484536082473,2,0,55,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,85.7,2,2,6,2,1,2,3,2,1,0.2721649484536082,0,0,46,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9,22.7,1,2,5,0,1,3,3,3,1,0.7371134020618556,0,1,24,0,0,1,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8,16.1,0,1,3,3,0,1,1,1,0,0.4515463917525773,1,0,41,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8,44.3,1,1,2,3,2,1,1,3,1,0.4020618556701031,3,0,47,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,85.3,1,1,6,3,2,1,2,3,0,0.2597938144329897,0,0,57,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
